Year,Championship,Position,Name,Academy,Gender,Age Group,Belt Color,Weight Class,Weight
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Ryan victor da Siva,Vision,Male,Juvenile 1,Blue,Rooster,107.00
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Alex Kane Dovsek,Art of Jiu Jitsu,Male,Juvenile 1,Blue,Rooster,107.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Jason Dinh Nguyen,Inicio Jiu-Jitsu,Male,Juvenile 1,Blue,Rooster,107.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Pablo Dias de Araujo,Athlas Training Team,Male,Juvenile 1,Blue,Rooster,107.00
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Jonathan Thomas Becker,Inicio Jiu-Jitsu,Male,Juvenile 1,Blue,Light-Feather,118.00
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Christian de La Fuente,Art of Jiu Jitsu,Male,Juvenile 1,Blue,Light-Feather,118.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Kaden Zane Leal Pires,Gracie Barra,Male,Juvenile 1,Blue,Light-Feather,118.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Saulo de Pádua C. M. Bravo,Gracie Humaita,Male,Juvenile 1,Blue,Light-Feather,118.00
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Ricardo Yoshito Kavati Amaral,Art of Jiu Jitsu,Male,Juvenile 1,Blue,Feather,129.00
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Vicente Tanabe Lalli,CheckMat,Male,Juvenile 1,Blue,Feather,129.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Hawann Hennye Moreira dos Santos,Gracie Barra,Male,Juvenile 1,Blue,Feather,129.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Luca Dos Santos Oliveira,GF Team,Male,Juvenile 1,Blue,Feather,129.00
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Fernando Fábio Paiva,Melqui Galvão Jiu-jitsu,Male,Juvenile 1,Blue,Light,141.00
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Jonathan Anderson,Gracie Barra,Male,Juvenile 1,Blue,Light,141.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Alyson Lima da Silva,CheckMat,Male,Juvenile 1,Blue,Light,141.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Jonathan Carl Ekström,CheckMat,Male,Juvenile 1,Blue,Light,141.00
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Luke Evan Reid,BJJ Coach - Corral's Martial Arts,Male,Juvenile 1,Blue,Middle,152.00
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Murilo Cardoso Neves,Alliance,Male,Juvenile 1,Blue,Middle,152.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Davi Abrão Dias Barbosa,Melqui Galvão Jiu-jitsu,Male,Juvenile 1,Blue,Middle,152.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Thiago Marcio Ribeiro de Deus,Infight JJ,Male,Juvenile 1,Blue,Middle,152.00
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Kalebe Henrique Sartarelli Pereira,Melqui Galvão Jiu-jitsu,Male,Juvenile 1,Blue,Medium-Heavy,163.00
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Lucques David Sorenson,One Jiu-Jitsu USA,Male,Juvenile 1,Blue,Medium-Heavy,163.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Jameson Hayes Brewster,Soul Fighters BJJ,Male,Juvenile 1,Blue,Medium-Heavy,163.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Marcos V Brandao,Submit Your Friend Academy,Male,Juvenile 1,Blue,Medium-Heavy,163.00
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Ricardo Candido Gomes Filho,Academia Bulldog Team,Male,Juvenile 1,Blue,Heavy,175.00
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Eduardo  Cancela Cruz,Atos Jiu-Jitsu,Male,Juvenile 1,Blue,Heavy,175.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,João Pedro Figueiredo Araujo,CheckMat,Male,Juvenile 1,Blue,Heavy,175.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,João Vítor Martins Freires,Melqui Galvão Jiu-jitsu,Male,Juvenile 1,Blue,Heavy,175.00
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Luciano Sales Filho,Berg Brazilian Jiu Jitsu - MA,Male,Juvenile 1,Blue,Super-Heavy,186.00
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Danilo Rodrigues do Nascimento Lira,Gracie Barra,Male,Juvenile 1,Blue,Super-Heavy,186.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,João Lucas C. M. Aguiar,Gracie Barra,Male,Juvenile 1,Blue,Super-Heavy,186.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Ronald Telles Sotero,Infight JJ,Male,Juvenile 1,Blue,Super-Heavy,186.00
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Luiz Miguel de Souza Mascarenhas Men,Infight JJ,Male,Juvenile 1,Blue,Ultra-Heavy,
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Jacob Matthew Ramirez,LEAD BJJ,Male,Juvenile 1,Blue,Ultra-Heavy,
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Przemyslaw P. Ziembikiewicz-Mysiala,Roger Gracie Academy,Male,Juvenile 1,Blue,Ultra-Heavy,
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Renzo Cooligan,Renzo Gracie,Male,Juvenile 1,Blue,Ultra-Heavy,
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Jonathan Anderson,Gracie Barra,Male,Juvenile 1,Blue,Open Class Light,
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Fernando Fábio Paiva,Melqui Galvão Jiu-jitsu,Male,Juvenile 1,Blue,Open Class Light,
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Alyson Lima da Silva,CheckMat,Male,Juvenile 1,Blue,Open Class Light,
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Pablo Dias de Araujo,Athlas Training Team,Male,Juvenile 1,Blue,Open Class Light,
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Luiz Miguel de Souza Mascarenhas Men,Infight JJ,Male,Juvenile 1,Blue,Open Class Heavy,
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Renzo Cooligan,Renzo Gracie,Male,Juvenile 1,Blue,Open Class Heavy,
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Kalebe Henrique Sartarelli Pereira,Melqui Galvão Jiu-jitsu,Male,Juvenile 1,Blue,Open Class Heavy,
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Ronald Telles Sotero,Infight JJ,Male,Juvenile 1,Blue,Open Class Heavy,
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Kiani Sky Gonzalez,Alliance,Female,Juvenile 1,Blue,Rooster,98.00
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Mylan Ngoc Nguyen,Brasa CTA,Female,Juvenile 1,Blue,Rooster,98.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Lara Quirino de Mendonça,Double Five,Female,Juvenile 1,Blue,Rooster,98.00
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Maria Eduarda de Faria Abreu,R1NG BJJ,Female,Juvenile 1,Blue,Light-Feather,106.60
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Paisley Grace Nolan,CheckMat,Female,Juvenile 1,Blue,Light-Feather,106.60
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Beatriz Fernandes Borges,Carioca Brazilian Jiu-Jitsu,Female,Juvenile 1,Blue,Light-Feather,106.60
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Elyane Adjo Aziakpo,Carlson Gracie Team,Female,Juvenile 1,Blue,Light-Feather,106.60
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Natalee Funegra,Art of Jiu Jitsu,Female,Juvenile 1,Blue,Feather,116.00
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Katherine Miracle Lo,Soul Fighters BJJ,Female,Juvenile 1,Blue,Feather,116.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Julia Bandeira Ayres Sant'anna,Gracie Humaita,Female,Juvenile 1,Blue,Feather,116.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Rafaela do Nascimento Silva,Cohab Team Brazilian Jiu-Jitsu,Female,Juvenile 1,Blue,Feather,116.00
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Kimberly Nguyen,DreamArt,Female,Juvenile 1,Blue,Light,125.00
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Eduarda Franklin Soares,Tetris,Female,Juvenile 1,Blue,Light,125.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Maria Eduarda Aguiar Martim,Vision,Female,Juvenile 1,Blue,Light,125.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Olivia Michelle Marlow,CFS BJJ,Female,Juvenile 1,Blue,Light,125.00
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Isabella DeLa Cruz Butler,Art of Jiu Jitsu,Female,Juvenile 1,Blue,Middle,133.60
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Manuella Jacome dos Santos,Squad BJJ,Female,Juvenile 1,Blue,Middle,133.60
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Abigail Allecia Cummings,Brasa CTA,Female,Juvenile 1,Blue,Middle,133.60
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Dania Silva,Atos Jiu-Jitsu,Female,Juvenile 1,Blue,Middle,133.60
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Maria Clara Medeiros B. C. Quintino,Atos Jiu-Jitsu,Female,Juvenile 1,Blue,Medium-Heavy,143.60
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Brenda de Carvalho Coelho Gonçalves,Alliance,Female,Juvenile 1,Blue,Medium-Heavy,143.60
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Chloé Heyraud,WAO,Female,Juvenile 1,Blue,Medium-Heavy,143.60
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Magdalena Mia Owczarek,CheckMat,Female,Juvenile 1,Blue,Medium-Heavy,143.60
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Maria Eduarda Lima Ayres,Ronaldo Jacaré BJJ Academy,Female,Juvenile 1,Blue,Heavy,152.00
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Zuzanna Agata Skórkowska,Logic Europe,Female,Juvenile 1,Blue,Heavy,152.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Delany Danielle Salcedo,Alliance,Female,Juvenile 1,Blue,Heavy,152.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Hermione Willow Medina,CheckMat,Female,Juvenile 1,Blue,Heavy,152.00
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Livia Barasine Correa,JFC Almeida JJ,Female,Juvenile 1,Blue,Super-Heavy,
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Elise Maree Docherty,Draig,Female,Juvenile 1,Blue,Super-Heavy,
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Natalee Funegra,Art of Jiu Jitsu,Female,Juvenile 1,Blue,Open Class Light,
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Katherine Miracle Lo,Soul Fighters BJJ,Female,Juvenile 1,Blue,Open Class Light,
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Julia Bandeira Ayres Sant'anna,Gracie Humaita,Female,Juvenile 1,Blue,Open Class Light,
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Maria Eduarda Aguiar Martim,Vision,Female,Juvenile 1,Blue,Open Class Light,
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Livia Barasine Correa,JFC Almeida JJ,Female,Juvenile 1,Blue,Open Class Heavy,
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Dania Silva,Atos Jiu-Jitsu,Female,Juvenile 1,Blue,Open Class Heavy,
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Magdalena Mia Owczarek,CheckMat,Female,Juvenile 1,Blue,Open Class Heavy,
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Manuella Jacome dos Santos,Squad BJJ,Female,Juvenile 1,Blue,Open Class Heavy,
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Victor Gabriel Carvalho da Costa,Hope Jiu-Jitsu,Male,Juvenile 2,Blue,Rooster,118.00
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Kianoa Roberts,Gracie Humaita Botany,Male,Juvenile 2,Blue,Rooster,118.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Conner Cyle Afable,Cicero Costha Internacional,Male,Juvenile 2,Blue,Rooster,118.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Yuri Nata Maria Souza de Freitas,GF Team,Male,Juvenile 2,Blue,Rooster,118.00
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Virgile Grandjean-Philibert,WAO,Male,Juvenile 2,Blue,Light-Feather,129.00
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Ivan Luis Valencia,Jiu-Jitsu Methods,Male,Juvenile 2,Blue,Light-Feather,129.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Gabriel Petersen Macagnan Oliveira,Vision,Male,Juvenile 2,Blue,Light-Feather,129.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Kaike de Oliveira de Lima,Nova União,Male,Juvenile 2,Blue,Light-Feather,129.00
2024,World IBJJF Jiu-Jitsu Championship 2024,1,S. Maximus Schwartz,Art of Jiu Jitsu,Male,Juvenile 2,Blue,Feather,141.60
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Brendo de Lima Rozendo,Atos Jiu-Jitsu,Male,Juvenile 2,Blue,Feather,141.60
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Ioannis H. Marinis,RMNU Team,Male,Juvenile 2,Blue,Feather,141.60
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Isa Anwer Abdul Rahman,CheckMat,Male,Juvenile 2,Blue,Feather,141.60
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Felipe Goulart,Art of Jiu Jitsu,Male,Juvenile 2,Blue,Light,152.60
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Pedro Victor Fontes,Art of Jiu Jitsu,Male,Juvenile 2,Blue,Light,152.60
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Isaque Almeida Lima,Atos Jiu-Jitsu,Male,Juvenile 2,Blue,Light,152.60
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Ryuki Nakajima,Axis Jiu-Jitsu,Male,Juvenile 2,Blue,Light,152.60
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Myles Joaquin Javelosa,Sektor BJJ,Male,Juvenile 2,Blue,Middle,163.60
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Thiago Brito de Oliveira,CheckMat,Male,Juvenile 2,Blue,Middle,163.60
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Dylan Judah Rodriguez,CheckMat,Male,Juvenile 2,Blue,Middle,163.60
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Julio Cesar Suzigan Martins,Melqui Galvão Jiu-jitsu,Male,Juvenile 2,Blue,Middle,163.60
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Antonio Figueiredo Genovesi,Alliance,Male,Juvenile 2,Blue,Medium-Heavy,175.00
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Ryan Mucciolo Coutinho,GF Team,Male,Juvenile 2,Blue,Medium-Heavy,175.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Cauã Rocha Araújo,JFC Almeida JJ,Male,Juvenile 2,Blue,Medium-Heavy,175.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Nathan Andrew Walton,Carlson Gracie Team,Male,Juvenile 2,Blue,Medium-Heavy,175.00
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Abdullah Tariq Nada,KSA Team,Male,Juvenile 2,Blue,Heavy,186.00
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Arthur Cunha Costa,Fratres Brazilian Jiu-Jitsu,Male,Juvenile 2,Blue,Heavy,186.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Landon Jay Hinson,Luiz Palhares Jiu-Jitsu,Male,Juvenile 2,Blue,Heavy,186.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Richard Rey Vega,Brasa CTA,Male,Juvenile 2,Blue,Heavy,186.00
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Marcelo Augusto Miranda de Sousa,Guigo JJ,Male,Juvenile 2,Blue,Super-Heavy,197.00
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Samuel Madrid Villegas,R1NG BJJ,Male,Juvenile 2,Blue,Super-Heavy,197.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Joseph Brunson,Mohler Jiu-Jitsu,Male,Juvenile 2,Blue,Super-Heavy,197.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Pedro Manoel de Lima Pereira,Nova União,Male,Juvenile 2,Blue,Super-Heavy,197.00
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Marcos Francisco Alvarado,American Jiu-Jitsu Syndicate,Male,Juvenile 2,Blue,Ultra-Heavy,
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Arsenii Ermakov,ZR Team Association,Male,Juvenile 2,Blue,Ultra-Heavy,
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Luiz Fernando dos Santos Fuzari,Rhino Jiu-Jitsu Academy,Male,Juvenile 2,Blue,Ultra-Heavy,
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Olle Hampus Haggblad,Nybro Kampsport Center NKC,Male,Juvenile 2,Blue,Ultra-Heavy,
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Felipe Goulart,Art of Jiu Jitsu,Male,Juvenile 2,Blue,Open Class Light,
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Isaque Almeida Lima,Atos Jiu-Jitsu,Male,Juvenile 2,Blue,Open Class Light,
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Brendo de Lima Rozendo,Atos Jiu-Jitsu,Male,Juvenile 2,Blue,Open Class Light,
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Pedro Victor Fontes,Art of Jiu Jitsu,Male,Juvenile 2,Blue,Open Class Light,
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Marcos Francisco Alvarado,American Jiu-Jitsu Syndicate,Male,Juvenile 2,Blue,Open Class Heavy,
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Abdullah Tariq Nada,KSA Team,Male,Juvenile 2,Blue,Open Class Heavy,
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Arthur Cunha Costa,Fratres Brazilian Jiu-Jitsu,Male,Juvenile 2,Blue,Open Class Heavy,
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Julio Cesar Suzigan Martins,Melqui Galvão Jiu-jitsu,Male,Juvenile 2,Blue,Open Class Heavy,
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Elliana Jade Yong,CheckMat,Female,Juvenile 2,Blue,Rooster,98.00
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Moana Emiliana L. Mortensen,NU Era Jiu-Jitsu,Female,Juvenile 2,Blue,Rooster,98.00
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Vanessa Sixtos,LEAD BJJ,Female,Juvenile 2,Blue,Light-Feather,106.60
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Ana Luiza Oliveira Nascimento,Infight JJ,Female,Juvenile 2,Blue,Light-Feather,106.60
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Arianna Rose Culotta,GF Team,Female,Juvenile 2,Blue,Light-Feather,106.60
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Maya Malice Marie Youngblood,Alliance,Female,Juvenile 2,Blue,Light-Feather,106.60
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Noémie Gluck,Rise,Female,Juvenile 2,Blue,Feather,116.00
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Kayleen Faith Escamilla,CheckMat,Female,Juvenile 2,Blue,Feather,116.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Alanis Macedo dos Santos,Fratres Brazilian Jiu-Jitsu,Female,Juvenile 2,Blue,Feather,116.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Kaleah Dee Pyles,Alliance,Female,Juvenile 2,Blue,Feather,116.00
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Alexa Rose Herse,Atos Jiu-Jitsu,Female,Juvenile 2,Blue,Light,125.00
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Sofia Victoria DeJesus,967 Black Sheep,Female,Juvenile 2,Blue,Light,125.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Isis Cruz Maciel Costa,GF Team,Female,Juvenile 2,Blue,Light,125.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Maria Eduarda Andrade Lira de Albuqu,Infight JJ,Female,Juvenile 2,Blue,Light,125.00
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Kellen do Nascimento Arraes,LEAD BJJ,Female,Juvenile 2,Blue,Middle,133.60
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Mia Montesinos Perdomo,Somos Jiu-Jitsu,Female,Juvenile 2,Blue,Middle,133.60
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Kathryn Denica Jacobo,CheckMat,Female,Juvenile 2,Blue,Middle,133.60
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Nicole Coelho de A. Gimenes,LEAD BJJ,Female,Juvenile 2,Blue,Middle,133.60
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Pairin Sullivan,Team Lloyd Irvin,Female,Juvenile 2,Blue,Medium-Heavy,143.60
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Zoe Clara Kerr,Embrace Martial Arts,Female,Juvenile 2,Blue,Medium-Heavy,143.60
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Noelani Liana Almogela,Alliance,Female,Juvenile 2,Blue,Medium-Heavy,143.60
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Sophia Grace Montenegro,VBros BJJ,Female,Juvenile 2,Blue,Medium-Heavy,143.60
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Ilorrany  Prado Batista,Alliance,Female,Juvenile 2,Blue,Heavy,152.00
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Ana Luiza Frias Fernandes,Athlas Training Team,Female,Juvenile 2,Blue,Heavy,152.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Gabrielly Souza de Oliveira,Equipe FJU BJJ,Female,Juvenile 2,Blue,Heavy,152.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Maria Eduarda Rodrigues da Silva,Infight JJ,Female,Juvenile 2,Blue,Heavy,152.00
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Hazel Rose Butcher-Salazar,Alliance,Female,Juvenile 2,Blue,Super-Heavy,
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Heliane Lukeni Seródio Caio,GF Team,Female,Juvenile 2,Blue,Super-Heavy,
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Marissa Rochelle Worsley,Ares BJJ,Female,Juvenile 2,Blue,Super-Heavy,
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Alexa Rose Herse,Atos Jiu-Jitsu,Female,Juvenile 2,Blue,Open Class Light,
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Isis Cruz Maciel Costa,GF Team,Female,Juvenile 2,Blue,Open Class Light,
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Alanis Macedo dos Santos,Fratres Brazilian Jiu-Jitsu,Female,Juvenile 2,Blue,Open Class Light,
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Noémie Gluck,Rise,Female,Juvenile 2,Blue,Open Class Light,
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Hazel Rose Butcher-Salazar,Alliance,Female,Juvenile 2,Blue,Open Class Heavy,
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Kellen do Nascimento Arraes,LEAD BJJ,Female,Juvenile 2,Blue,Open Class Heavy,
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Heliane Lukeni Seródio Caio,GF Team,Female,Juvenile 2,Blue,Open Class Heavy,
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Mia Montesinos Perdomo,Somos Jiu-Jitsu,Female,Juvenile 2,Blue,Open Class Heavy,
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Alexander Adrian Osorio Mendez,Art of Jiu Jitsu,Male,Adult,Blue,Rooster,127.00
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Samuel Victor Ladislau Alcantara,Vision,Male,Adult,Blue,Rooster,127.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Ethan Cole Brummund,Soul Fighters BJJ,Male,Adult,Blue,Rooster,127.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,João Vitor da Silva Oliveira,Vision,Male,Adult,Blue,Rooster,127.00
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Stuart Gregory Carmody,Vision,Male,Adult,Blue,Light-Feather,141.60
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Bernardo Cordeiro Ramires dos Santos,Alliance International,Male,Adult,Blue,Light-Feather,141.60
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Igor Araujo Rosa de França,CheckMat,Male,Adult,Blue,Light-Feather,141.60
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Maximiliano Silva da Silva,Alliance,Male,Adult,Blue,Light-Feather,141.60
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Guilherme Theo Marques,Vision,Male,Adult,Blue,Feather,154.60
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Kellyson Carlos de Lima da Silva,CheckMat,Male,Adult,Blue,Feather,154.60
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Dominic J. Manno,Art of Jiu Jitsu,Male,Adult,Blue,Feather,154.60
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Iryan Brooks,Gracie Barra,Male,Adult,Blue,Feather,154.60
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Rodrigo Araujo Rosa de França,CheckMat,Male,Adult,Blue,Light,168.00
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Jared Alec Wade,Atos Jiu-Jitsu,Male,Adult,Blue,Light,168.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Erik Rodrigo Barros Benson,DreamArt,Male,Adult,Blue,Light,168.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Kaike Kelmer Righetti Luiz,Alliance,Male,Adult,Blue,Light,168.00
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Miguel Pablo Almeida Paiva,DreamArt,Male,Adult,Blue,Middle,181.60
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Isaac Manu Sankersingh,Athlas Training Team,Male,Adult,Blue,Middle,181.60
2024,World IBJJF Jiu-Jitsu Championship 2024,3,João Vitor Haag Brito,Alliance,Male,Adult,Blue,Middle,181.60
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Kyle Edward Brown,Gracie Barra,Male,Adult,Blue,Middle,181.60
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Freddy Lele talla,Alliance,Male,Adult,Blue,Medium-Heavy,195.00
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Mateus Cardoso Mendes,DreamArt,Male,Adult,Blue,Medium-Heavy,195.00
